the_geom,OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,neighborhood,wiki_title,wiki_url,confidence,pageviews,score,category
"POLYGON ((1015139.4572379291 185866.913421005, 1015133.5737195015 185865.31106200814, 1014941.7256780118 185813.06182266772, 1014953.9011785835 185749.46188426018, 1015004.8567853421 185759.99499967694, 1015055.7251219302 185771.27975401282, 1015105.9681316763 185781.17540350556, 1015154.5333232582 185791.59336167574, 1015151.1471751779 185808.51097875834, 1015139.4572379291 185866.913421005))",1462,BK,3964,8,Empire State Dairy Company Buildings,3039640008,Empire State Dairy Company Buildings,LP-02575,"Borough of Brooklyn, Tax Map 3964, Lot 8 in part.",Designated,,12/5/2017,Individual Landmark,,305.0,37.0,40.6764036,-73.8889353,3119800.0,BK0502,551.51867284548,14486.44327593611,East New York (North),Empire Manufacturing Company Building,https://en.wikipedia.org/wiki/Empire_Manufacturing_Company_Building,low,341.0,71.23287671232876,Commercial Building
"POLYGON ((979996.9658432603 196345.15690016747, 979996.0915011764 196345.0804567486, 979995.2437338382 196344.85309500992, 979994.4484598339 196344.48236083984, 979993.7296292633 196343.97908100486, 979993.1092236787 196343.35834734142, 979992.60561575 196342.63951675594, 979992.2348815948 196341.8442427516, 979992.0078479201 196340.99647542834, 979991.9310764223 196340.12246142328, 979992.0078479201 196339.24811933935, 979992.2348815948 196338.4003520012, 979992.60561575 196337.60507801175, 979993.1092236787 196336.88624742627, 979993.7296292633 196336.2658418417, 979994.4484598339 196335.76223392785, 979995.2437338382 196335.39149975777, 979996.0915011764 196335.16446608305, 979996.9658432603 196335.0880226791, 979997.8398572505 196335.16446608305, 979998.6876245886 196335.39149975777, 979999.482898593 196335.76223392785, 980000.2017291784 196336.2658418417, 980000.8224628419 196336.88624742627, 980001.3257426769 196337.60507801175, 980001.6964768469 196338.4003520012, 980001.9235105067 196339.24811933935, 980002.0002820045 196340.12246142328, 980001.9235105067 196340.99647542834, 980001.6964768469 196341.8442427516, 980001.3257426769 196342.63951675594, 980000.8224628419 196343.35834734142, 980000.2017291784 196343.97908100486, 979999.482898593 196344.48236083984, 979998.6876245886 196344.85309500992, 979997.8398572505 196345.0804567486, 979996.9658432603 196345.15690016747))",1461,MN,0,0,East side of Western Union International Plaza,0,Historic Street Lampposts (078),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.59229380526,79.22240644312,Financial District-Battery Park City,,,none,,0.0,Residential Building
"POLYGON ((979994.9848760962 196661.9285763353, 979994.1193922609 196661.85278908908, 979993.2801550925 196661.62805201113, 979992.4927550852 196661.26092675328, 979991.7811423391 196660.7625681758, 979991.1669703424 196660.1480680853, 979990.66861175 196659.4364553392, 979990.301486507 196658.64905533195, 979990.0764213353 196657.81014625728, 979990.000962168 196656.94466242194, 979990.0764213353 196656.0791785866, 979990.301486507 196655.23994141817, 979990.66861175 196654.45254142582, 979991.1669703424 196653.7409286797, 979991.7811423391 196653.12642858922, 979992.4927550852 196652.6283980906, 979993.2801550925 196652.26094475389, 979994.1193922609 196652.03620767593, 979994.9848760962 196651.9604204297, 979995.8503599167 196652.03620767593, 979996.6895970851 196652.26094475389, 979997.4769970924 196652.6283980906, 979998.1886098385 196653.12642858922, 979998.8027818352 196653.7409286797, 979999.3011404276 196654.45254142582, 979999.6682656705 196655.23994141817, 979999.8933308423 196656.0791785866, 979999.9687900096 196656.94466242194, 979999.8933308423 196657.81014625728, 979999.6682656705 196658.64905533195, 979999.3011404276 196659.4364553392, 979998.8027818352 196660.1480680853, 979998.1886098385 196660.7625681758, 979997.4769970924 196661.26092675328, 979996.6895970851 196661.62805201113, 979995.8503599167 196661.85278908908, 979994.9848760962 196661.9285763353))",1460,MN,0,0,"Morris Street, adjacent to 34-38 Western Union International Plaza",0,Historic Street Lampposts (014),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.27589571591,77.64352099123,Financial District-Battery Park City,,,none,,0.0,Police Station
"POLYGON ((980076.5267077535 196632.64549842477, 980075.6582711786 196632.56971117854, 980074.8164093345 196632.3439898342, 980074.0263846666 196631.97555226088, 980073.3121472597 196631.47555325925, 980072.69600676 196630.85941275954, 980072.1960077584 196630.1451753378, 980071.8275701702 196629.3551506698, 980071.6018488407 196628.51328884065, 980071.5260615945 196627.6448522508, 980071.6018488407 196626.77641567588, 980071.8275701702 196625.93455383182, 980072.1960077584 196625.14452917874, 980072.69600676 196624.43061983585, 980073.3121472597 196623.81415125728, 980074.0263846666 196623.31415225565, 980074.8164093345 196622.94571466744, 980075.6582711786 196622.72032141685, 980076.5267077535 196622.64420609176, 980077.3948162496 196622.72032141685, 980078.2370061725 196622.94571466744, 980079.0270308405 196623.31415225565, 980079.7409401685 196623.81415125728, 980080.357408762 196624.43061983585, 980080.8574077636 196625.14452917874, 980081.2258453369 196625.93455383182, 980081.4512385875 196626.77641567588, 980081.5273539275 196627.6448522508, 980081.4512385875 196628.51328884065, 980081.2258453369 196629.3551506698, 980080.8574077636 196630.1451753378, 980080.357408762 196630.85941275954, 980079.7409401685 196631.47555325925, 980079.0270308405 196631.97555226088, 980078.2370061725 196632.3439898342, 980077.3948162496 196632.56971117854, 980076.5267077535 196632.64549842477))",1459,MN,0,0,"Washington Street, adjacent to 21-23 Morris Street (21-23 West Street)",0,Historic Street Lampposts (015),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.38026458528,78.16258565934,Financial District-Battery Park City,Societal and cultural aspects of autism,https://en.wikipedia.org/wiki/Societal_and_cultural_aspects_of_autism,low,32901.0,31.428571428571427,Police Station
"POLYGON ((980391.5040961802 196790.2652619183, 980390.6336910874 196790.1891465932, 980389.7895326763 196789.96276909113, 980388.9978675842 196789.59367534518, 980388.2819897532 196789.0923639983, 980387.6642088443 196788.47458308935, 980387.1628975123 196787.75870525837, 980386.7934756726 196786.96704016626, 980386.5674262643 196786.12288175523, 980386.4913109243 196785.2524766773, 980386.5674262643 196784.38207158446, 980386.7934756726 196783.53791317344, 980387.1628975123 196782.74592000246, 980387.6642088443 196782.03004217148, 980388.2819897532 196781.41226126254, 980388.9978675842 196780.91127800941, 980389.7895326763 196780.5418561697, 980390.6336910874 196780.31580676138, 980391.5040961802 196780.2396914214, 980392.3745012581 196780.31580676138, 980393.2186596692 196780.5418561697, 980394.0106528401 196780.91127800941, 980394.7262025923 196781.41226126254, 980395.344311595 196782.03004217148, 980395.8452948332 196782.74592000246, 980396.2147166729 196783.53791317344, 980396.4407660961 196784.38207158446, 980396.5168814212 196785.2524766773, 980396.4407660961 196786.12288175523, 980396.2147166729 196786.96704016626, 980395.8452948332 196787.75870525837, 980395.344311595 196788.47458308935, 980394.7262025923 196789.0923639983, 980394.0106528401 196789.59367534518, 980393.2186596692 196789.96276909113, 980392.3745012581 196790.1891465932, 980391.5040961802 196790.2652619183))",1458,MN,0,0,Traffic island bounded by Greenwich Street and Trinity Place,0,Historic Street Lampposts (013),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.45652811981,78.54296447351,Financial District-Battery Park City,1964 New York World's Fair,https://en.wikipedia.org/wiki/1964_New_York_World%27s_Fair,low,219127.0,31.57894736842105,Police Station
"POLYGON ((980412.7898147553 196735.7945703417, 980411.9207220078 196735.71878309548, 980411.078204006 196735.49306175113, 980410.2878512591 196735.12429608405, 980409.5732857585 196734.62396900356, 980408.9564890862 196734.00717234612, 980408.4561620057 196733.2926068455, 980408.0873963386 196732.50225408375, 980407.8616750091 196731.6594080031, 980407.7855596691 196730.7906433344, 980407.8616750091 196729.92155058682, 980408.0873963386 196729.07903258502, 980408.4561620057 196728.28867983818, 980408.9564890862 196727.57411433756, 980409.5732857585 196726.95731766522, 980410.2878512591 196726.45699058473, 980411.078204006 196726.08822491765, 980411.9207220078 196725.8625035882, 980412.7898147553 196725.7863882482, 980413.6589075029 196725.8625035882, 980414.5014255047 196726.08822491765, 980415.2917782515 196726.45699058473, 980416.0063437521 196726.95731766522, 980416.6231404245 196727.57411433756, 980417.123467505 196728.28867983818, 980417.4922331721 196729.07903258502, 980417.7179545015 196729.92155058682, 980417.7940698415 196730.7906433344, 980417.7179545015 196731.6594080031, 980417.4922331721 196732.50225408375, 980417.123467505 196733.2926068455, 980416.6231404245 196734.00717234612, 980416.0063437521 196734.62396900356, 980415.2917782515 196735.12429608405, 980414.5014255047 196735.49306175113, 980413.6589075029 196735.71878309548, 980412.7898147553 196735.7945703417))",1457,MN,0,0,West side of Trinity Place,0,Historic Street Lampposts (012),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.40196350235,78.27071951357,Financial District-Battery Park City,Zero-carbon city,https://en.wikipedia.org/wiki/Zero-carbon_city,low,10830.0,25.531914893617024,Police Station
"POLYGON ((980381.4463735074 196693.17654533684, 980380.5736718476 196693.10010191798, 980379.7278730124 196692.87339633703, 980378.9339113384 196692.5033183396, 980378.2163930833 196692.00069467723, 980377.5969717503 196691.38160142303, 980377.0946761668 196690.6640831679, 980376.7245981693 196689.87012150884, 980376.4978925884 196689.02432267368, 980376.4214491695 196688.15162099898, 980376.4978925884 196687.27924741805, 980376.7245981693 196686.43312050402, 980377.0946761668 196685.6394869238, 980377.5969717503 196684.9219686687, 980378.2163930833 196684.30254733562, 980378.9339113384 196683.80025175214, 980379.7278730124 196683.4301737547, 980380.5736718476 196683.20346817374, 980381.4463735074 196683.12702475488, 980382.3187470883 196683.20346817374, 980383.1648740023 196683.4301737547, 980383.9585075974 196683.80025175214, 980384.6760258377 196684.30254733562, 980385.2954471707 196684.9219686687, 980385.7977427542 196685.6394869238, 980386.1678207517 196686.43312050402, 980386.3945263475 196687.27924741805, 980386.4709697515 196688.15162099898, 980386.3945263475 196689.02432267368, 980386.1678207517 196689.87012150884, 980385.7977427542 196690.6640831679, 980385.2954471707 196691.38160142303, 980384.6760258377 196692.00069467723, 980383.9585075974 196692.5033183396, 980383.1648740023 196692.87339633703, 980382.3187470883 196693.10010191798, 980381.4463735074 196693.17654533684))",1456,MN,0,0,West side of Trinity Place,0,Historic Street Lampposts (011),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.5309375635,78.91498682467,Financial District-Battery Park City,Street light,https://en.wikipedia.org/wiki/Street_light,low,94533.0,27.906976744186053,Police Station
"POLYGON ((980377.4618014246 196563.33691000938, 980376.5963175893 196563.26112274826, 980375.7574084997 196563.0363856703, 980374.9703365862 196562.66926042736, 980374.2587238401 196562.17090183496, 980373.6445518434 196561.55672983825, 980373.146193251 196560.845445171, 980372.7790680081 196560.05804517865, 980372.5543309301 196559.2191360891, 980372.478543669 196558.35365225375, 980372.5543309301 196557.4881684184, 980372.7790680081 196556.64925934374, 980373.146193251 196555.86218741536, 980373.6445518434 196555.15057466924, 980374.2587238401 196554.53640267253, 980374.9703365862 196554.03804409504, 980375.7574084997 196553.6709188372, 980376.5963175893 196553.44618175924, 980377.4618014246 196553.370394513, 980378.32728526 196553.44618175924, 980379.1661943346 196553.6709188372, 980379.953266263 196554.03804409504, 980380.6648790091 196554.53640267253, 980381.2790510058 196555.15057466924, 980381.7774095833 196555.86218741536, 980382.1445348412 196556.64925934374, 980382.3692719191 196557.4881684184, 980382.4450591803 196558.35365225375, 980382.3692719191 196559.2191360891, 980382.1445348412 196560.05804517865, 980381.7774095833 196560.845445171, 980381.2790510058 196561.55672983825, 980380.6648790091 196562.17090183496, 980379.953266263 196562.66926042736, 980379.1661943346 196563.0363856703, 980378.32728526 196563.26112274826, 980377.4618014246 196563.33691000938))",1455,MN,0,0,Adjacent to 1-9 Trinity Place (29 Broadway),0,Historic Street Lampposts (010),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.27061809307,77.61732161042,Financial District-Battery Park City,Societal and cultural aspects of autism,https://en.wikipedia.org/wiki/Societal_and_cultural_aspects_of_autism,low,32901.0,31.428571428571427,Police Station
"POLYGON ((980315.1968340874 196642.49948133528, 980314.3244605064 196642.4233660102, 980313.4789897501 196642.19666042924, 980312.6853561699 196641.8265824169, 980311.9681660086 196641.3242868334, 980311.3490727544 196640.7051935941, 980310.8467771709 196639.98800341785, 980310.4766991735 196639.19436983764, 980310.2499935925 196638.34857100248, 980310.1738782525 196637.47652550042, 980310.2499935925 196636.60415191948, 980310.4766991735 196635.75835308433, 980310.8467771709 196634.96504758298, 980311.3490727544 196634.24752934277, 980311.9681660086 196633.62843608856, 980312.6853561699 196633.12614050508, 980313.4789897501 196632.7563905865, 980314.3244605064 196632.52968500555, 980315.1968340874 196632.45324158669, 980316.0692076683 196632.52968500555, 980316.9150065035 196632.7563905865, 980317.7083120048 196633.12614050508, 980318.425502181 196633.62843608856, 980319.0449235141 196634.24752934277, 980319.5468910038 196634.96504758298, 980319.9169690013 196635.75835308433, 980320.1436745971 196636.60415191948, 980320.2201180011 196637.47652550042, 980320.1436745971 196638.34857100248, 980319.9169690013 196639.19436983764, 980319.5468910038 196639.98800341785, 980319.0449235141 196640.7051935941, 980318.425502181 196641.3242868334, 980317.7083120048 196641.8265824169, 980316.9150065035 196642.19666042924, 980316.0692076683 196642.4233660102, 980315.1968340874 196642.49948133528))",1454,MN,0,0,Foot of Trinity Place at Greenwich Street,0,Historic Street Lampposts (009),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.52101172492,78.86530914924,Financial District-Battery Park City,List of New York City Designated Landmarks in Manhattan below 14th Street,https://en.wikipedia.org/wiki/List_of_New_York_City_Designated_Landmarks_in_Manhattan_below_14th_Street,low,8980.0,32.692307692307686,Commercial Building
"POLYGON ((980721.6559949219 196631.61892567575, 980720.7921515107 196631.5434665084, 980719.9542266726 196631.3190575093, 980719.1681390107 196630.95226034522, 980718.4575105011 196630.45488600433, 980717.8443227559 196629.84169825912, 980717.34694843 196629.1310697496, 980716.980151251 196628.3449820876, 980716.7557422519 196627.50705724955, 980716.6802830845 196626.64321383834, 980716.7557422519 196625.77904233336, 980716.980151251 196624.9411175102, 980717.34694843 196624.15502983332, 980717.8443227559 196623.44472941756, 980718.4575105011 196622.83121359348, 980719.1681390107 196622.3338392526, 980719.9542266726 196621.96737016737, 980720.7921515107 196621.7429611683, 980721.6559949219 196621.66717392206, 980722.5201664269 196621.7429611683, 980723.3580912501 196621.96737016737, 980724.144178927 196622.3338392526, 980724.8544793427 196622.83121359348, 980725.4679951668 196623.44472941756, 980725.9653695077 196624.15502983332, 980726.3318385929 196624.9411175102, 980726.5565756708 196625.77904233336, 980726.6320348382 196626.64321383834, 980726.5565756708 196627.50705724955, 980726.3318385929 196628.3449820876, 980725.9653695077 196629.1310697496, 980725.4679951668 196629.84169825912, 980724.8544793427 196630.45488600433, 980724.144178927 196630.95226034522, 980723.3580912501 196631.3190575093, 980722.5201664269 196631.5434665084, 980721.6559949219 196631.61892567575))",1453,MN,0,0,Adjacent to 50 Broadway,0,Historic Street Lampposts (004),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN0101,31.22502714802,77.39116109735,Financial District-Battery Park City,List of New York City Designated Landmarks in Manhattan below 14th Street,https://en.wikipedia.org/wiki/List_of_New_York_City_Designated_Landmarks_in_Manhattan_below_14th_Street,low,8980.0,34.61538461538461,Commercial Building
"POLYGON ((1043138.1322115958 184564.02495066822, 1043137.2621345967 184563.94883534312, 1043136.4186323434 184563.7227859199, 1043135.6272953451 184563.35369217396, 1043134.911745593 184562.85270892084, 1043134.2942927629 184562.23525609076, 1043133.7933095098 184561.5200344175, 1043133.4242157638 184560.72869741917, 1043133.1984944195 184559.884867087, 1043133.1223790944 184559.0151181668, 1043133.1984944195 184558.14504116774, 1043133.4242157638 184557.30153892934, 1043133.7933095098 184556.5102019161, 1043134.2942927629 184555.79465217888, 1043134.911745593 184555.1771993339, 1043135.6272953451 184554.6762160957, 1043136.4186323434 184554.3074504286, 1043137.2621345967 184554.0814010054, 1043138.1322115958 184554.0052856654, 1043139.0019605011 184554.0814010054, 1043139.8454627544 184554.3074504286, 1043140.6371278465 184554.6762160957, 1043141.3523495048 184555.1771993339, 1043141.9698023349 184555.79465217888, 1043142.470785588 184556.5102019161, 1043142.839879334 184557.30153892934, 1043143.0659287572 184558.14504116774, 1043143.1420440972 184559.0151181668, 1043143.0659287572 184559.884867087, 1043142.839879334 184560.72869741917, 1043142.470785588 184561.5200344175, 1043141.9698023349 184562.23525609076, 1043141.3523495048 184562.85270892084, 1043140.6371278465 184563.35369217396, 1043139.8454627544 184563.7227859199, 1043139.0019605011 184563.94883534312, 1043138.1322115958 184564.02495066822))",1452,QN,0,0,Rockaway Boulevard near 150th Street,0,Historic Street Lampposts (095),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,QN1203,31.43798685022,78.4504019571,Baisley Park,List of European tornadoes in 2025,https://en.wikipedia.org/wiki/List_of_European_tornadoes_in_2025,low,,40.0,Residential Building
"POLYGON ((1011795.3215377629 205764.55800883472, 1011794.4593347609 205764.48254966736, 1011793.6237065047 205764.25846876204, 1011792.839259252 205763.89298392832, 1011792.1305992603 205763.39659383893, 1011791.5187238455 205762.78471842408, 1011791.0223337561 205762.0757303387, 1011790.6565208435 205761.2916111797, 1011790.4327680022 205760.45565484464, 1011790.3573088348 205759.59377992153, 1011790.4327680022 205758.73157691956, 1011790.6565208435 205757.8956205845, 1011791.0223337561 205757.1115014255, 1011791.5187238455 205756.40251334012, 1011792.1305992603 205755.79063792527, 1011792.839259252 205755.29457592964, 1011793.6237065047 205754.92876300216, 1011794.4593347609 205754.70468208194, 1011795.3215377629 205754.62922292948, 1011796.1834126711 205754.70468208194, 1011797.0193690062 205754.92876300216, 1011797.8038162589 205755.29457592964, 1011798.5124762505 205755.79063792527, 1011799.1243516803 205756.40251334012, 1011799.6207417548 205757.1115014255, 1011799.9865546674 205757.8956205845, 1011800.2103075087 205758.73157691956, 1011800.2857666761 205759.59377992153, 1011800.2103075087 205760.45565484464, 1011799.9865546674 205761.2916111797, 1011799.6207417548 205762.0757303387, 1011799.1243516803 205762.78471842408, 1011798.5124762505 205763.39659383893, 1011797.8038162589 205763.89298392832, 1011797.0193690062 205764.25846876204, 1011796.1834126711 205764.48254966736, 1011795.3215377629 205764.55800883472))",1451,QN,0,0,South side of 53rd Avenue step between 64 and 65 Place,0,Historic Street Lampposts (072),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,QN0501,31.15211989495,77.03018238445,Maspeth,List of European tornadoes in 2025,https://en.wikipedia.org/wiki/List_of_European_tornadoes_in_2025,low,,40.0,Residential Building
"POLYGON ((1007265.5474608392 256270.01769325137, 1007264.6754153371 256269.9412498325, 1007263.8296165019 256269.71487234533, 1007263.0359829217 256269.34479433298, 1007262.3187927604 256268.8424987495, 1007261.6996995062 256268.2234055102, 1007261.1977320015 256267.50621533394, 1007260.8276540041 256266.71258175373, 1007260.6009484231 256265.86711101234, 1007260.5248330832 256264.9947374165, 1007260.6009484231 256264.12269192934, 1007260.8276540041 256263.27689309418, 1007261.1977320015 256262.48358759284, 1007261.6996995062 256261.7663974166, 1007262.3187927604 256261.14730417728, 1007263.0359829217 256260.6450085938, 1007263.8296165019 256260.27493059635, 1007264.6754153371 256260.0482250005, 1007265.5474608392 256259.9721096754, 1007266.4198344201 256260.0482250005, 1007267.2653051764 256260.27493059635, 1007268.0589387566 256260.6450085938, 1007268.7761289179 256261.14730417728, 1007269.3952221721 256261.7663974166, 1007269.8975177556 256262.48358759284, 1007270.2672676742 256263.27689309418, 1007270.4939732552 256264.12269192934, 1007270.570416674 256264.9947374165, 1007270.4939732552 256265.86711101234, 1007270.2672676742 256266.71258175373, 1007269.8975177556 256267.50621533394, 1007269.3952221721 256268.2234055102, 1007268.7761289179 256268.8424987495, 1007268.0589387566 256269.34479433298, 1007267.2653051764 256269.71487234533, 1007266.4198344201 256269.9412498325, 1007265.5474608392 256270.01769325137))",1450,MN,0,0,West 215th Steps at Park Terrace,0,Historic Street Lampposts (088),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN1203,31.51914752515,78.85598149598,Inwood,,,none,,0.0,Residential Building
"POLYGON ((1007322.0030565858 256210.04766884446, 1007321.1349480897 256209.97188158333, 1007320.2930862606 256209.74616025388, 1007319.5030615926 256209.37772266567, 1007318.7891522497 256208.8780517578, 1007318.1726836711 256208.26158317924, 1007317.6726846695 256207.54767383635, 1007317.304575175 256206.75764916837, 1007317.0788538456 256205.9157873392, 1007317.0027385056 256205.04735074937, 1007317.0788538456 256204.1792422533, 1007317.304575175 256203.33738042414, 1007317.6726846695 256202.54735575616, 1007318.1726836711 256201.83344642818, 1007318.7891522497 256201.2169778347, 1007319.5030615926 256200.71730692685, 1007320.2930862606 256200.34886933863, 1007321.1349480897 256200.12314800918, 1007322.0030565858 256200.04736076295, 1007322.8714931756 256200.12314800918, 1007323.7133550048 256200.34886933863, 1007324.5033796728 256200.71730692685, 1007325.2172890007 256201.2169778347, 1007325.8334295005 256201.83344642818, 1007326.3334285021 256202.54735575616, 1007326.7018660903 256203.33738042414, 1007326.9272593409 256204.1792422533, 1007327.0033746809 256205.04735074937, 1007326.9272593409 256205.9157873392, 1007326.7018660903 256206.75764916837, 1007326.3334285021 256207.54767383635, 1007325.8334295005 256208.26158317924, 1007325.2172890007 256208.8780517578, 1007324.5033796728 256209.37772266567, 1007323.7133550048 256209.74616025388, 1007322.8714931756 256209.97188158333, 1007322.0030565858 256210.04766884446))",1449,MN,0,0,West 215th Steps at Broadway,0,Historic Street Lampposts (087),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN1203,31.37750596609,78.14884329532,Inwood,,,none,,0.0,Residential Building
"POLYGON ((1007370.3835372627 256158.58418908715, 1007369.5144445002 256158.50807376206, 1007368.6715984195 256158.2823524177, 1007367.8809175938 256157.91358675063, 1007367.1660240144 256157.41325967014, 1007366.5488992631 256156.79613491893, 1007366.0485721678 256156.08124133945, 1007365.6798065007 256155.29056049883, 1007365.4540851712 256154.44771441817, 1007365.3779698461 256153.5786216706, 1007365.4540851712 256152.70920084417, 1007365.6798065007 256151.86668284237, 1007366.0485721678 256151.0756739229, 1007366.5488992631 256150.36110842228, 1007367.1660240144 256149.74398367107, 1007367.8809175938 256149.24365659058, 1007368.6715984195 256148.8748909235, 1007369.5144445002 256148.64884150028, 1007370.3835372627 256148.57305425406, 1007371.2529580891 256148.64884150028, 1007372.0954760909 256148.8748909235, 1007372.8864850104 256149.24365659058, 1007373.601050511 256149.74398367107, 1007374.2181752622 256150.36110842228, 1007374.7185023427 256151.0756739229, 1007375.0872680098 256151.86668284237, 1007375.3133174181 256152.70920084417, 1007375.3891046792 256153.5786216706, 1007375.3133174181 256154.44771441817, 1007375.0872680098 256155.29056049883, 1007374.7185023427 256156.08124133945, 1007374.2181752622 256156.79613491893, 1007373.601050511 256157.41325967014, 1007372.8864850104 256157.91358675063, 1007372.0954760909 256158.2823524177, 1007371.2529580891 256158.50807376206, 1007370.3835372627 256158.58418908715))",1448,MN,0,0,West 215th Steps at Broadway,0,Historic Street Lampposts (086),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN1203,31.4113399845,78.31746837248,Inwood,Sioux Falls Light and Power Hydro Electric Plant,https://en.wikipedia.org/wiki/Sioux_Falls_Light_and_Power_Hydro_Electric_Plant,low,511.0,27.848101265822788,Residential Building
"POLYGON ((1006545.5551344305 255569.602427423, 1006544.6811204255 255569.52565592527, 1006543.8333530873 255569.29862225056, 1006543.038079083 255568.92788809538, 1006542.3192485124 255568.4246082604, 1006541.6988429278 255567.80387458205, 1006541.1955630928 255567.08537209034, 1006540.8245008439 255566.28977000713, 1006540.5974671692 255565.44233076274, 1006540.5210237503 255564.5679886788, 1006540.5974671692 255563.69397467375, 1006540.8245008439 255562.8462073356, 1006541.1955630928 255562.05093334615, 1006541.6988429278 255561.33210276067, 1006542.3192485124 255560.7116971761, 1006543.038079083 255560.2084173411, 1006543.8333530873 255559.83768317103, 1006544.6811204255 255559.61032141745, 1006545.5551344305 255559.5338779986, 1006546.4291484207 255559.61032141745, 1006547.2769157588 255559.83768317103, 1006548.0721897632 255560.2084173411, 1006548.7910203338 255560.7116971761, 1006549.4114259183 255561.33210276067, 1006549.9147057533 255562.05093334615, 1006550.2857680023 255562.8462073356, 1006550.512801677 255563.69397467375, 1006550.5892450958 255564.5679886788, 1006550.512801677 255565.44233076274, 1006550.2857680023 255566.28977000713, 1006549.9147057533 255567.08537209034, 1006549.4114259183 255567.80387458205, 1006548.7910203338 255568.4246082604, 1006548.0721897632 255568.92788809538, 1006547.2769157588 255569.29862225056, 1006546.4291484207 255569.52565592527, 1006545.5551344305 255569.602427423))",1447,MN,0,0,Northeast Corner of West 211th Street and Broadway,0,Historic Street Lampposts (085),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,,,,,,MN1203,31.590344075,79.21262913664,Inwood,Belgrade Synagogue,https://en.wikipedia.org/wiki/Belgrade_Synagogue,low,2735.0,20.40816326530612,Police Station
"POLYGON ((1004493.3807610869 249445.04741933942, 1004492.5188861787 249444.97196017206, 1004491.6832579225 249444.7482073456, 1004490.8991387635 249444.38239441812, 1004490.190478757 249443.8863324225, 1004489.5786033422 249443.27445700765, 1004489.0825413465 249442.56579700112, 1004488.7167284191 249441.78167784214, 1004488.4929755926 249440.94604958594, 1004488.4175164253 249440.08417467773, 1004488.4929755926 249439.22229975462, 1004488.7167284191 249438.38667149842, 1004489.0825413465 249437.60255233943, 1004489.5786033422 249436.8938923329, 1004490.190478757 249436.28201691806, 1004490.8991387635 249435.78595492244, 1004491.6832579225 249435.42014200985, 1004492.5188861787 249435.1963891685, 1004493.3807610869 249435.12093000114, 1004494.24263601 249435.1963891685, 1004495.0782642514 249435.42014200985, 1004495.8623834252 249435.78595492244, 1004496.5710434169 249436.28201691806, 1004497.1825907528 249436.8938923329, 1004497.6789808422 249437.60255233943, 1004498.044465676 249438.38667149842, 1004498.2685465962 249439.22229975462, 1004498.3440057635 249440.08417467773, 1004498.2685465962 249440.94604958594, 1004498.044465676 249441.78167784214, 1004497.6789808422 249442.56579700112, 1004497.1825907528 249443.27445700765, 1004496.5710434169 249443.8863324225, 1004495.8623834252 249444.38239441812, 1004495.0782642514 249444.7482073456, 1004494.24263601 249444.97196017206, 1004493.3807610869 249445.04741933942))",1446,MN,2149,525,High Bridge Park at West 187th Street and Laurel Hill,1021490525,Historic Street Lampposts (106),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/1997,Individual Landmark,,112.0,10.0,40.8549016,-73.925469,1031100.0,MN1291,31.14526022199,76.99626221736,Highbridge Park,West Side Elevated Highway,https://en.wikipedia.org/wiki/West_Side_Elevated_Highway,low,29395.0,31.57894736842105,Residential Building
