OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,Category,Neighborhood,Popularity_Tier
865,BK,8696,145,3059 West 12th Street,3086960145,Wonder Wheel,LP-01708,Too long,Designated,,5/23/1989,Individual Landmark,,313,47,40.5742832,-73.9791004,3035200,BK1302,1288.656734,40807.96339,Other,DUMBO,Tier 5: Ultra Niche / Insider Knowledge
864,BK,8694,18,1208 Surf Avenue,3086940018,Child's Restaurant Building,LP-02410,Borough of Brooklyn Tax Nao Block 8694 Lot 18.,Designated,,1/11/2011,Individual Landmark,,313,47,40.5752468,-73.9798524,3035200,BK1302,356.7473156,6559.206356,Commercial,Bed-Stuy,Tier 4: Neighborhood Staple
863,BK,6859,67,2425-2427 86th Street,3068590067,Fire Engine Company 253,LP-01986,"Borough of Brooklyn Tax Map Block 6859, Lot 67.",Designated,originally Engine Company 53,9/15/1998,Individual Landmark,,311,43,40.5990207,-73.9884444,3029800,BK1103,288.3984704,4234.753887,Commercial,Brooklyn Heights,Tier 4: Neighborhood Staple
862,BK,7071,130,2101 Boardwalk at West 21st Street,3070710130,Child's Restaurant Building,LP-02106,"Borough of Brooklyn Tax Map Block 7071, Lot 130.",Designated,,2/4/2003,Individual Landmark,,313,47,40.572912,-73.9876066,3035200,BK1302,715.0433902,25667.26676,Commercial,Brooklyn Heights,Tier 4: Neighborhood Staple
856,BK,154,17,372 Fulton Street,3001540017,Gage & Tollner Restaurant,LP-00836,"Borough of Brooklyn Tax Map Block 154, Lot 17.",Designated,,11/12/1974,Individual Landmark,,302,33,40.6913332,-73.9878298,3003700,BK0202,312.0764757,3352.467955,Other,DUMBO,Tier 5: Ultra Niche / Insider Knowledge
851,BK,955,1,227-231 4th Avenue,3009550001,Public Bath No. 7,LP-01287,"Borough of Brooklyn Tax Map Block 955, Lot 1.",Designated,,9/11/1984,Individual Landmark,,306,39,40.6767935,-73.9830412,3013300,BK0602,324.4447203,6343.58614,Other,Brooklyn Heights,Tier 5: Ultra Niche / Insider Knowledge
850,BK,147,2,365-367 Jay Street,3001470002,Brooklyn Fire Headquarters,LP-00148,"Borough of Brooklyn Tax Map Block 147, Lot 2.",Designated,,4/19/1966,Individual Landmark,,302,33,40.6927137,-73.9869389,3001100,BK0202,311.8269004,5144.831192,Other,Bed-Stuy,Tier 5: Ultra Niche / Insider Knowledge
846,BK,2058,7501,97-105 Willoughby Street,3020587501,Long Island Headquarters of the New York Telephone Company,LP-02144,"Borough of Brooklyn Tax Map Block 2058, Lot 1.",Designated,,9/21/2004,Individual Landmark,,302,33,40.6925762,-73.9849736,3001502,BK0202,724.2659445,26420.41445,Commercial,Bed-Stuy,Tier 4: Neighborhood Staple
839,BK,157,9,450-458 Fulton Street,3001570009,A. I. Namm & Son Department Store,LP-02170,"Borough of Brooklyn Tax Map Block 157, Lot 9.",Designated,,3/15/2005,Individual Landmark,,302,33,40.6902624,-73.9849921,3003700,BK0202,428.1506501,9665.347987,Commercial,Williamsburg,Tier 4: Neighborhood Staple
823,BK,244,17,177-179 Montague Street,3002440017,Brooklyn Trust Company Building,LP-01905,"Borough of Brooklyn Tax Map Block 244, Lot 17.",Designated,,6/25/1996,Individual Landmark,,302,33,40.6945861,-73.9920556,3000900,BK0201,579.6839938,14170.91869,Commercial,DUMBO,Tier 4: Neighborhood Staple
821,BK,148,46,81 Willoughby Street,3001480046,New York and New Jersey Telephone and Telegraph Building,LP-02156,"Borough of Brooklyn Tax Map Block 148, Lot 46.",Designated,,6/29/2004,Individual Landmark,,302,33,40.692398,-73.9859689,3001100,BK0202,436.2604946,11883.23494,Commercial,Park Slope,Tier 4: Neighborhood Staple
815,BK,1102,12,1402 8th Avenue,3011020012,14th Regiment Armory,LP-01965,"Borough of Brooklyn Tax Map Block 1102, Lot 12.",Designated,,4/14/1998,Individual Landmark,,306,39,40.6628995,-73.9829257,3014901,BK0602,1524.965397,114845.7666,Other,Bed-Stuy,Tier 5: Ultra Niche / Insider Knowledge
809,MN,1300,1,230 Park Avenue,1013000001,New York Central Building,LP-01297,"Borough of Manhattan Tax Map Block 1300, Lot 1.",Designated,now the Helmsley Building,3/31/1987,Individual Landmark,,105,4,40.7543922,-73.9761058,1009200,MN0604,1117.245061,72682.51738,Commercial,Tribeca,Tier 4: Neighborhood Staple
802,MN,1505,31,69 East 93rd Street,1015050031,69 East 93rd Street Building,LP-00439,"Borough of Manhattan Tax Map Block 1505, Lot 31.",Designated,,1/14/1969,Individual Landmark,,108,5,40.7850691,-73.9544429,1016001,MN0802,257.7007966,2590.882432,Commercial,Upper East Side,Tier 4: Neighborhood Staple
801,MN,1270,38,696-700 Fifth Avenue,1012700038,Gotham Hotel,LP-01697,"Borough of Manhattan Tax Map Block 1270, Lot 38.",Designated,now the Peninsula Hotel,6/6/1989,Individual Landmark,,105,4,40.7616299,-73.9754029,1010400,MN0502,489.7402434,14832.45461,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
799,MN,1890,40,310-312 Riverside Drive,1018900040,Master Building,LP-01661,"Borough of Manhattan Tax Map Block 1890, Lot 40.",Designated,,12/5/1989,Individual Landmark,,107,7,40.8004257,-73.9710615,1019100,MN0703,491.6755977,14819.29925,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
792,MN,1361,1,3 Mitchell Place,1013610001,Panhellenic Tower,LP-01972,"Borough of Manhattan Tax Map Block 1361, Lot 1.",Designated,now the Beekman Tower Hotel,2/3/1998,Individual Landmark,,106,4,40.7533439,-73.9660902,1008603,MN0604,447.2579623,11115.49543,Commercial,Upper East Side,Tier 4: Neighborhood Staple
788,MN,1294,37,500 Park Avenue,1012940037,Pepsi-Cola Building,LP-01920,"Borough of Manhattan Tax Map Block 1294, Lot 37.",Designated,,6/20/1995,Individual Landmark,,105,4,40.7628941,-73.9703558,1011202,MN0502,462.8266782,13239.52398,Commercial,Harlem,Tier 4: Neighborhood Staple
781,MN,1242,9,"3-22 Pomander Walk, 261-267 West 94th Street, and 260-274 West 95th Street",1012420009,Pomander Walk,LP-01279,"Borough of Manhattan Tax Map Block 1242, Lot 10 in part excluding the land on which the Healy Building at 2521-2523 Broadway is situated",Designated,,9/14/1982,Individual Landmark,,107,7,40.794042,-73.9733251,1018300,MN0702,814.4220916,22970.15289,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
779,MN,1397,7505,140 East 63rd Street,1013977505,Barbizon Hotel for Women,LP-02495,"Borough of Manhattan, Tax Map Block 1397, Lots 1501-1588",Designated,,4/17/2012,Individual Landmark,,108,4,40.7643998,-73.9662001,1011402,MN0802,469.0124847,13767.38292,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
777,MN,1129,29,170 Central Park West,1011290029,New-York Historical Society,LP-00281,Borough of Manhattan Tax Map Block 1129. Lot 20.,Designated,,7/19/1966,Individual Landmark,,107,6,40.7792948,-73.9743854,1016100,MN0702,980.5706048,46387.8108,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
773,MN,2126,35,514 West 170th Street,1021260035,Fire Engine Company No. 67,LP-02050,"Borough of Manhattan Tax Map Block 2126, Lot 35.",Designated,,2/27/2001,Individual Landmark,,112,10,40.8412784,-73.9371795,1025300,MN1201,241.7289528,2397.823165,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
770,MN,379,27,444 East 10th Street,1003790027,Wheatsworth Bakery Building,LP-02262,Borough of Manhattan Block/Lot: 379/27,Designated,,9/16/2008,Individual Landmark,,103,2,40.7249355,-73.9758891,1002800,MN0303,485.3022925,13494.66028,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
769,MN,2120,46,513-515 West 161st Street,1021200046,Fire Engine Company No. 384 and Hook & Ladder Company No. 34,LP-01863,"Borough of Manhattan Tax Map Block 2120, Lot 46.",Designated,,6/17/1997,Individual Landmark,,112,10,40.835909,-73.9409466,1024500,MN1201,305.7619021,5210.049957,Commercial,Upper East Side,Tier 4: Neighborhood Staple
766,MN,1264,40,608 Fifth Avenue,1012640040,Goelet Building,LP-01810,"Borough of Manhattan Tax Map Block 1264, Lot 40",Designated,now Swiss Center Building,1/14/1992,Individual Landmark,,105,4,40.7579251,-73.9782161,1009600,MN0502,526.1908395,13300.57609,Commercial,Upper East Side,Tier 4: Neighborhood Staple
764,MN,13,27,25 Broadway,1000130027,Cunard Building,LP-01928,"Borough of Manhattan Tax Map Block 13, Lot 27.",Designated,,9/19/1995,Individual Landmark,,101,1,40.7057595,-74.0140015,1001300,MN0101,902.7085701,50181.66256,Commercial,Tribeca,Tier 4: Neighborhood Staple
762,MN,72,7501,170-176 John Street,1000727501,Hickson W. Field Stores,LP-00074,"Borough of Manhattan Tax Map Block 72, Lot 26.",Designated,"also known as the Baker, Carver & Morrell Building",10/29/1968,Individual Landmark,,101,1,40.7059085,-74.0042812,1001502,MN0101,377.6684897,5502.81597,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
756,MN,41,7503,56-58 Pine Street,1000417503,56-58 Pine Street Building,LP-01951,"Borough of Manhattan Tax Map Block 41, Lot 19.",Designated,,2/11/1997,Individual Landmark,,101,1,40.706836,-74.0083282,1000700,MN0101,386.2754039,7027.565431,Commercial,Harlem,Tier 4: Neighborhood Staple
755,MN,834,29,17 West 32nd Street,1008340029,Aberdeen Hotel,LP-02076,"Borough of Manhattan Tax Map Block 834, Lot 29.",Designated,,1/30/2001,Individual Landmark,,105,4,40.7478174,-73.9865094,1007600,MN0501,352.0565001,7544.749176,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
754,MN,65,2,63 Nassau Street,1000650002,63 Nassau Street Building,LP-02213,"Borough of Manhattan Tax Map Block 65, Lot 2.",Designated,,5/15/2007,Individual Landmark,,101,1,40.7093776,-74.0087613,1001502,MN0101,144.7439031,1120.30462,Commercial,Harlem,Tier 4: Neighborhood Staple
751,MN,1296,14,122 East 42nd Street,1012960014,Chanin Building,LP-00993,"Borough of Manhattan Tax Map Block 1296, Lot 14.",Designated,,11/14/1978,Individual Landmark,,105,4,40.7512194,-73.9766772,1008000,MN0603,776.843017,32013.39855,Commercial,Harlem,Tier 4: Neighborhood Staple
745,MN,1287,71,647 Fifth Avenue,1012870071,647 Fifth Avenue Building,LP-00954,"Borough of Manhattan Tax Map Block 1287, Lot 71.",Designated,"also known as the George W. Vanderbilt Residence, now Versace",3/22/1977,Individual Landmark,,105,4,40.7594178,-73.9761545,1010200,MN0502,276.8628619,3692.584616,Commercial,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
741,MN,529,72,65-69 Bleecker Street,1005290072,Bayard-Condict Building,LP-00882,"Borough of Manhattan Tax Map Block 529, Lot 72.",Designated,,11/25/1975,Individual Landmark,,102,2,40.7263597,-73.9949959,1005502,MN0202,382.117509,9008.767794,Commercial,Upper East Side,Tier 4: Neighborhood Staple
738,MN,1413,26,163-165 East 78th Street,1014130026,163-165 East 78th Street,LP-00424,"Borough of Manhattan Tax Map Block 1413, Lot 26.",Designated,,4/18/1968,Individual Landmark,,108,4,40.7741933,-73.9586132,1014000,MN0802,281.6337885,3745.365083,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
734,MN,1919,53,180 West 135th Street,1019190053,"Young Men's Christian Association Building, 135th Street Branch",LP-01973,"Borough of Manhattan Tax Map Block 1919, Lot 53.",Designated,now Harlem YMCA,2/10/1998,Individual Landmark,,110,9,40.8147016,-73.9430066,1022800,MN1002,505.6617401,15383.45409,Commercial,Greenwich Village,Tier 3: Local Favorite / Regional Gem
732,MN,1305,60,570 Lexington Avenue,1013050060,General Electric Building,LP-01412,"Borough of Manhattan Tax Map Block 1305, Lot 60.",Designated,,7/9/1985,Individual Landmark,,105,4,40.7570757,-73.972405,1010000,MN0604,551.4834796,16481.97689,Commercial,Tribeca,Tier 4: Neighborhood Staple
731,MN,1305,7501,569 Lexington Avenue,1013057501,Summit Hotel,LP-02176,"Borough of Manhattan Tax Map Block 1305, Lot 50.",Designated,now Doubletree Metropolitan Hotel,5/17/2005,Individual Landmark,,106,4,40.7566692,-73.9714234,1010000,MN0604,854.2937031,32711.83665,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
724,MN,47,7501,120 Broadway,1000477501,Equitable Building,LP-01935,"Borough of Manhattan Tax Map Block 47, Lots 1001 and 1002",Designated,,6/25/1996,Individual Landmark,,101,1,40.7082192,-74.0105213,1000700,MN0101,969.991187,52664.24275,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
723,MN,134,25,258 Broadway,1001340025,"Rogers, Peet & Company Building",LP-02432,"Borough of Manhattan Tax Map Block 134, Lot 25",Designated,,12/14/2010,Individual Landmark,,101,1,40.713676,-74.0073262,1002100,MN0102,535.990429,11824.58003,Commercial,Upper East Side,Tier 4: Neighborhood Staple
721,MN,1220,5,175 West 89th Street,1012200005,Claremont Stables,LP-01658,"Borough of Manhattan Tax Map Block 1220, Lot 5.",Designated,later the Claremenont Riding Academy,8/14/1990,Individual Landmark,,107,6,40.7895598,-73.972908,1017300,MN0702,344.5255369,7294.679481,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
716,MN,1307,1,375 Park Avenue,1013070001,Seagram Building,LP-01664,"Borough of Manhattan Tax Map Block 1307, Lot 1.",Designated,,10/3/1989,Individual Landmark,,105,4,40.7584563,-73.9721482,1010000,MN0604,995.2225371,59948.21059,Commercial,Harlem,Tier 4: Neighborhood Staple
713,MN,1293,5,3 East 57th Street,1012930005,L. P. Hollander & Company Building,LP-02124,"Borough of Manhattan Tax Map Block 1293, Lot 5.",Designated,,6/17/2003,Individual Landmark,,105,4,40.7629716,-73.9732618,1011202,MN0502,295.1506356,4419.485491,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
711,MN,1401,1,643 Park Avenue,1014010001,Seventh Regiment Armory,LP-00417,"Borough of Manhattan Tax Map Block 1401, Lot 1.",Designated,,6/9/1967,Individual Landmark,,108,4,40.7672404,-73.96552,1012000,MN0802,1244.906778,87240.09593,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
695,MN,1335,5,321 East 42nd Street,1013350005,Ford Foundation Building,LP-01969,"Borough of Manhattan Tax Map Block 1335, Lot 5.",Designated,,10/21/1997,Individual Landmark,,106,4,40.7498622,-73.9712206,1008800,MN0603,829.0567566,42886.37225,Commercial,Tribeca,Tier 4: Neighborhood Staple
672,MN,1296,46,150 East 42nd Street,1012960046,Socony-Mobil Building,LP-02117,"Borough of Manhattan Tax Map Block 1296, Lot 46.",Designated,,2/25/2003,Individual Landmark,,106,4,40.750758,-73.9755188,1008000,MN0603,1274.638449,89727.72169,Commercial,Upper East Side,Tier 4: Neighborhood Staple
667,MN,1867,14,409 East 114th Street,1018670014,Rectory of the Eglise de Notre Dame,LP-00300,"Borough of Manhattan Tax Map Block 1867, Lot 14.",Designated,,1/24/1967,Individual Landmark,,109,7,40.8052122,-73.9607178,1020101,MN0901,266.6432067,3063.850757,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
666,MN,1287,14,488 Madison Avenue,1012870014,Look Building,LP-02376,"Borough of Manhattan Tax Map Block 1287, Lot 14",Designated,,7/27/2010,Individual Landmark,,105,4,40.7588879,-73.9752415,1010200,MN0502,694.496538,22526.10997,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
655,MN,1284,2,597 Fifth Avenue,1012840002,Scribner Building,LP-01100,"Borough of Manhattan Tax Map Block 1284, Lot 2.",Designated,,3/23/1982,Individual Landmark,,105,4,40.7573376,-73.9776713,1009400,MN0502,317.7805695,5719.305418,Commercial,Tribeca,Tier 4: Neighborhood Staple
649,MN,1632,29,175 East 104th Street,1016320029,Fire Engine Company No. 53,LP-02284,"Borough of Manhattan Tax Map Block 1632, Lot 29.",Designated,,9/16/2008,Individual Landmark,,111,8,40.7907719,-73.9462375,1016600,MN1101,259.0690989,2605.851042,Commercial,Harlem,Tier 4: Neighborhood Staple
648,MN,1930,30,"2090 Adam Clayton Powell, Jr. Boulevard",1019300030,Hotel Theresa,LP-01843,"Borough of Manhattan Tax Map Block 1930, Lot 30.",Designated,now Theresa Towers,7/13/1993,Individual Landmark,,110,9,40.8087456,-73.9489287,1022200,MN1001,543.7274318,13452.13386,Other,Harlem,Tier 5: Ultra Niche / Insider Knowledge
638,MN,1633,66,112 East 106th Street,1016330066,Regina Angelorum,LP-00934,"Borough of Manhattan Tax Map Block 1633, Lot 66.",Designated,designated as Saint Cecilia's Convent,9/14/1976,Individual Landmark,,111,8,40.7924357,-73.9474352,1017200,MN1101,471.2173857,12105.54734,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
616,MN,1304,1,301 Park Avenue,1013040001,Waldorf-Astoria Hotel,LP-01812,"Borough of Manhattan Tax Map Block 1304, Lot 1.",Designated,,1/5/1993,Individual Landmark,,105,4,40.7565023,-73.973351,1010000,MN0604,1216.110221,82102.8145,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
610,MN,175,7503,55 White Street,1001757503,Condict Store,LP-01651,"Borough of Manhattan Tax Map Block 175, lot 25.",Designated,also known as 55 White Street Building,3/22/1988,Individual Landmark,,101,1,40.7181995,-74.0039429,1003300,MN0102,329.8855674,6253.43193,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
608,MN,492,23,222 Bowery,1004920023,Young Men's Institute Building,LP-02028,"Borough of Manhattan Tax Map Block 492, Lot 23.",Designated,Young Men's Christian Association (YMCA),11/17/1998,Individual Landmark,,102,1,40.7221272,-73.9937371,1004300,MN0201,307.0309656,5196.168155,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
607,MN,151,32,305 Broadway,1001510032,Mutual Reserve Fund Life Association Building,LP-02431,"Borough of Manhattan Tax Map Block 151, Lot 32.",Designated,,12/20/2011,Individual Landmark,,101,1,40.7155316,-74.0056021,1003300,MN0102,407.0885658,9586.384587,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
605,MN,132,6,75 Murray Street,1001320006,Hopkins Store,LP-00601,"Borough of Manhattan Tax Map Block 132, Lot 6.",Designated,designated as 75 Murray Street Building,12/10/1968,Individual Landmark,,101,1,40.7148285,-74.0105404,1002100,MN0102,265.7842745,2768.463958,Commercial,Tribeca,Tier 4: Neighborhood Staple
604,MN,21,4,65 Broadway,1000210004,American Express Company Building,LP-01932,"Borough of Manhattan Tax Map Block 21, Lot 4.",Designated,,12/12/1995,Individual Landmark,,101,1,40.7073269,-74.0126636,1001300,MN0101,592.2427514,16984.45739,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
601,MN,1168,56,2171-2179 Broadway,1011680056,Belleclaire Hotel,LP-01507,"Borough of Manhattan Tax Map Block 1168, Lot 56.",Designated,,2/10/1987,Individual Landmark,,107,6,40.7824444,-73.9813388,1016300,MN0702,496.6233196,15006.88605,Other,Harlem,Tier 5: Ultra Niche / Insider Knowledge
599,MN,639,1,"445-465 West Street, 137-169 Bank Street, 51-77 Bethune Street, and 734-754 Washington Street",1006390001,Bell Telephone Laboratories Complex,LP-02391,"Borough of Manhattan Tax Map Block 639, Lot 1.",Designated,"including former Western Electric Company & Hook's Steam-powered Factory Buildings, now Westbeth Artists' Housing",10/25/2011,Individual Landmark,,102,3,40.7365287,-74.0090752,1007900,MN0203,1299.99825,101586.1922,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
597,MN,470,12,363 Broome Street,1004700012,Fire Engine Company 55,LP-01987,"Borough of Manhattan Tax Map Block 470, Lot 12.",Designated,,10/13/1998,Individual Landmark,,102,1,40.7198134,-73.9957684,1004100,MN0201,261.8104385,2580.767609,Commercial,Harlem,Tier 4: Neighborhood Staple
593,MN,875,69,16 Gramercy Park South,1008750069,The Players,LP-00222,"Borough of Manhattan Tax Map Block 875, Lot 69.",Designated,,3/15/1966,Individual Landmark,,106,2,40.7375795,-73.9866739,1005000,MN0602,346.6999373,4580.118778,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
586,MN,1346,32,342-348 East 54th Street,1013460032,"Free Public Baths of the City of New York, East 54th Street Bath and Gymnasium",LP-02435,"Borough of Manhattan Tax Map Block 1346, Lot 32.",Designated,,5/10/2011,Individual Landmark,,106,4,40.7564781,-73.9651321,1009800,MN0604,352.9342715,7609.811558,Other,Harlem,Tier 5: Ultra Niche / Insider Knowledge
577,MN,1290,1,689-691 Fifth Avenue,1012900001,Aeolian Building,LP-02125,"Borough of Manhattan Tax Map Block 1290, Lot 1.",Designated,,12/10/2002,Individual Landmark,,105,4,40.761026,-73.9749086,1010200,MN0502,409.3211928,7195.299892,Commercial,Upper East Side,Tier 4: Neighborhood Staple
575,MN,376,13,242 East 7th Street,1003760013,Congregation Beth Hamedrash Hagadol Anshe Ungarin,LP-02261,"Borough of Manhattan Tax Map Block 376, Lot 13.",Designated,,3/18/2008,Individual Landmark,,103,2,40.7235992,-73.9782815,1002602,MN0303,232.4952777,2159.031472,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
567,MN,1290,7502,699-703 Fifth Avenue,1012907502,St. Regis Hotel,LP-01552,"Borough of Manhattan, Tax Map Block 1290, Lot 69.",Designated,,11/1/1988,Individual Landmark,,105,4,40.7612482,-73.9744789,1010200,MN0502,708.6842999,23437.3714,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
562,MN,894,37,149 East 38th Street,1008940037,George S. Bowdoin Stable,LP-01953,"Borough of Manhattan Tax Map Block 894, Lot 37.",Designated,,6/17/1997,Individual Landmark,,106,4,40.7487079,-73.9768044,1008000,MN0603,257.0118942,2666.855253,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
561,MN,1740,17,2360 Fifth Avenue,1017400017,369th Regiment Armory,LP-01390,"Borough of Manhattan Tax Map Block 1740, Lot 17.",Designated,,5/14/1985,Individual Landmark,,110,9,40.8178813,-73.935164,1021400,MN1002,1386.240323,100527.0166,Other,Harlem,Tier 5: Ultra Niche / Insider Knowledge
556,MN,1315,24,220 East 42nd Street,1013150024,Daily News Building,LP-01049,"Borough of Manhattan Tax Map Block 1315, Lot 24.",Designated,,7/28/1981,Individual Landmark,,106,4,40.7497694,-73.9731804,1008800,MN0603,1120.208863,72625.98583,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
552,MN,1874,52,2689-2693 Broadway,1018740052,Marseilles Hotel,LP-01660,"Borough of Manhattan Tax Map Block 1874, Lot 52.",Designated,,10/2/1990,Individual Landmark,,107,7,40.7990913,-73.9691081,1019100,MN0703,449.5380348,12574.83913,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
542,MN,895,60,148 East 40th Street,1008950060,Jonathan W. Allen Stable,LP-01954,"Borough of Manhattan Tax Map Block 895, Lot 60.",Designated,,6/17/1997,Individual Landmark,,106,4,40.7495807,-73.976205,1008000,MN0603,268.4092316,1814.677201,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
535,MN,1402,24,149-151 East 67th Street,1014020024,Mount Sinai Dispensary,LP-01053,"Borough of Manhattan Tax Map Block 1402, Lot 24.",Designated,"also known as the 149-151 East 67th Street Building, now the Kennedy Child Study Center",1/29/1980,Individual Landmark,,108,4,40.7672536,-73.9640038,1012000,MN0802,316.1363524,5719.204097,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
534,MN,1961,37,1151-1161 Amsterdam Avenue,1019610037,Casa Italiana,LP-00991,"Borough of Manhattan Tax Map Block 1691, Lot 37.",Designated,,3/28/1978,Individual Landmark,,109,7,40.807589,-73.9602071,1020101,MN0901,285.574535,4319.7886,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
524,MN,1773,62,120 East 125th Street,1017730062,Fire Hook and Ladder Company No. 14,LP-01838,"Borough of Manhattan Tax Map Block 1773, Lot 62.",Designated,now Engine Company No. 36,6/17/1997,Individual Landmark,,111,9,40.8043899,-73.9381932,1019600,MN1102,258.408862,2562.067828,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
522,MN,1293,26,41 East 57th Street,1012930026,Fuller Building,LP-01460,"Borough of Manhattan Tax Map Block 1293, Lot 26.",Designated,,3/18/1986,Individual Landmark,,105,4,40.7623482,-73.9718289,1011202,MN0502,514.5543943,13913.02193,Commercial,Harlem,Tier 4: Neighborhood Staple
514,MN,1340,16,333 East 47th Street,1013400016,Japan Society Headquarters,LP-02420,"Borough of Manhattan Tax Map Block 1340, Lot 16.",Designated,,3/22/2011,Individual Landmark,,106,4,40.752554,-73.9682598,1009000,MN0604,422.0831649,11114.58867,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
505,MN,1884,38,500 West 113th Street,1018840038,Fire Engine Company No. 47,LP-01962,"Borough of Manhattan Tax Map Block 1884, Lot 38.",Designated,,6/17/1997,Individual Landmark,,109,7,40.8048534,-73.9629937,1019900,MN0901,251.1443936,2473.364589,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
499,MN,1875,46,2710-2714 Broadway,1018750046,Horn & Hardart Automat-Cafeteria Building,LP-02192,"Borough of Manhattan Tax Map Block 1875, Lot 46.",Designated,,1/30/2007,Individual Landmark,,107,7,40.7994807,-73.9679449,1019100,MN0703,283.9322274,4977.405742,Commercial,Harlem,Tier 4: Neighborhood Staple
495,MN,15,22,21 West Street,1000150022,21 West Street Building,LP-01999,"Borough of Manhattan Tax Map Block 15, Lot 22.",Designated,,6/16/1998,Individual Landmark,,101,1,40.7063823,-74.0155345,1001300,MN0101,515.5370038,13537.94719,Commercial,Upper East Side,Tier 4: Neighborhood Staple
489,MN,196,21,254-260 Canal Street,1001960021,254-260 Canal Street,LP-01458,"Borough of Manhattan, Tax Map Block 196 Lot 21.",Designated,,3/12/1985,Individual Landmark,,101,1,40.7183945,-74.0009704,1003100,MN0102,392.9199584,9439.697833,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
488,MN,545,39,430 Lafayette Street,1005450039,430 Lafayette Street Building,LP-00011,"Borough of Manhattan Tax Map Block 545, Lot 39.",Designated,"a part of La Grange Terrace, also known as Colonnade Row",10/14/1965,Individual Landmark,,102,2,40.7292607,-73.9924664,1005700,MN0202,335.637457,3659.860826,Commercial,Upper East Side,Tier 4: Neighborhood Staple
487,MN,304,2,97 Bowery,1003040002,97 Bowery Building,LP-02353,"Borough of Manhattan Tax Block 304, Lot 2.",Designated,,9/14/2010,Individual Landmark,,103,1,40.7173321,-73.9950254,1001600,MN0301,269.7495501,2727.415731,Commercial,Tribeca,Tier 4: Neighborhood Staple
480,MN,2082,28,1828 Amsterdam Avenue,1020820028,Joseph Loth & Company Silk Ribbon Mill,LP-01860,"Borough of Manhattan Tax Map Block 2082, Lot 28.",Designated,,9/21/1993,Individual Landmark,,109,7,40.8288408,-73.9453685,1023700,MN0903,621.6159268,21743.75254,Commercial,Tribeca,Tier 4: Neighborhood Staple
472,MN,1285,7501,611 Fifth Avenue,1012857501,Saks Fifth Avenue,LP-01523,"Borough of Manhattan Tax Map Block 1285, Lot 1.",Designated,,12/20/1984,Individual Landmark,,105,4,40.757966,-73.9768156,1010200,MN0502,1008.101941,61120.94837,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
470,MN,1897,100,Riverside Drive at West 122nd Street,1018970100,General Ulysses S. Grant Tomb,LP-00900,"Borough of Manhattan Tax Map Block 1897, Lot 100.",Designated,now the General Grant National Memorial,11/25/1975,Individual Landmark,,109,7,40.8134252,-73.9630431,1021100,MN0901,738.9411449,31176.61424,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
